City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
183,Husavik,66.0449,-17.3389,51.35,86,56,4.45,IS,broken clouds
184,Cidreira,-30.1811,-50.2056,61.39,89,26,13.42,BR,scattered clouds
185,Rucheng,32.3883,120.5553,75.97,1,99,3.0,CN,overcast clouds
186,Akureyri,65.6835,-18.0878,44.53,93,20,1.14,IS,few clouds
187,Abaete,-19.16,-45.4458,71.82,32,0,2.77,BR,clear sky
188,Konevo,62.1215,39.3192,36.64,98,77,5.57,RU,broken clouds
189,Gizo,-8.103,156.8419,82.26,75,38,6.6,SB,scattered clouds
190,Ibadan,7.3878,3.8964,71.65,98,96,3.89,NG,light rain
191,Vardo,70.3705,31.1107,42.78,81,100,10.36,NO,overcast clouds
192,North Bend,43.4065,-124.2243,73.92,91,0,14.97,US,clear sky
193,Hvide Sande,56.0045,8.1294,57.09,72,97,21.65,DK,overcast clouds
194,Palestina,31.9216,35.2033,69.35,88,0,3.96,PS,clear sky
195,Coihaique,-45.5752,-72.0662,38.01,81,100,3.44,CL,overcast clouds
196,Vannes,47.8333,-2.5,61.41,90,64,13.6,FR,broken clouds
197,Henties Bay,-22.116,14.2845,56.91,83,0,6.11,NA,clear sky
198,Torbay,47.6666,-52.7314,55.27,78,75,12.66,CA,broken clouds
199,Vestmanna,62.1564,-7.1664,56.32,77,100,14.97,FO,overcast clouds
200,Leningradskiy,69.3833,178.4167,43.05,55,4,8.21,RU,clear sky
201,Biltine,14.5333,20.9167,81.46,56,95,9.86,TD,overcast clouds
202,Westport,41.1415,-73.3579,72.86,67,96,7.0,US,overcast clouds
203,Mujiayingzi,42.1167,118.7833,59.76,46,0,7.87,CN,clear sky
204,Srednekolymsk,67.45,153.6833,56.61,43,100,10.0,RU,overcast clouds
205,Havre,49.5833,0.3333,62.37,88,100,11.5,FR,overcast clouds
206,Huangmei,30.1924,116.025,76.57,46,100,5.75,CN,overcast clouds
207,Kasongo-Lunda,-6.4667,16.8167,76.39,76,51,2.46,CD,broken clouds
208,Auburn,47.3073,-122.2284,81.73,47,97,5.99,US,overcast clouds
209,Bonthe,7.5264,-12.505,76.62,87,100,10.47,SL,light rain
210,Anori,-3.7728,-61.6442,86.63,48,54,2.37,BR,broken clouds
211,Stepnoye,51.4,46.8667,49.19,54,96,6.29,RU,overcast clouds
212,Krasnoselkup,65.7,82.4667,37.08,95,100,17.13,RU,overcast clouds
213,George,-33.963,22.4617,54.23,65,0,2.44,ZA,clear sky
214,Malindi,-3.2175,40.1191,74.25,83,50,16.4,KE,scattered clouds
215,Quepos,9.4236,-84.1652,79.47,87,84,2.1,CR,broken clouds
216,Puerto Escondido,15.85,-97.0667,84.56,68,56,5.59,MX,broken clouds
217,Cherskiy,68.75,161.3,54.39,42,60,13.96,RU,broken clouds
218,Alba,52.0324,23.1165,49.1,50,90,5.08,PL,overcast clouds
219,Batagay-Alyta,67.8006,130.4114,41.14,66,100,8.08,RU,overcast clouds
220,Esso,55.9333,158.7,52.23,90,97,8.08,RU,overcast clouds
221,Kavaratti,10.5669,72.642,79.47,82,100,24.43,IN,overcast clouds
222,Mahebourg,-20.4081,57.7,68.29,88,75,3.44,MU,broken clouds
223,Sitka,57.0531,-135.33,57.88,74,90,4.81,US,overcast clouds
224,Broome,42.2506,-75.833,70.2,87,100,5.75,US,mist
225,Mount Isa,-20.7333,139.5,67.77,73,100,4.61,AU,overcast clouds
226,Bubaque,11.2833,-15.8333,80.74,82,100,6.24,GW,moderate rain
227,Grootfontein,-19.5667,18.1167,65.77,26,0,3.44,NA,clear sky
228,Belyy Yar,53.6039,91.3903,64.29,54,0,2.24,RU,clear sky
229,Vrangel,42.7297,133.0839,62.83,85,0,3.44,RU,clear sky
230,Saldanha,-33.0117,17.9442,54.77,89,0,16.49,ZA,clear sky
231,Humaita,-7.5061,-63.0208,90.61,36,98,3.62,BR,overcast clouds
232,Lazaro Cardenas,17.9583,-102.2,84.65,67,43,9.55,MX,scattered clouds
233,Poum,-20.2333,164.0167,71.67,78,60,9.06,NC,broken clouds
234,Margate,51.3813,1.3862,60.91,90,100,5.01,GB,heavy intensity rain
235,Bilma,18.6853,12.9164,92.79,27,14,0.63,NE,few clouds
236,Havre-Saint-Pierre,50.2334,-63.5986,58.41,77,58,7.56,CA,broken clouds
237,Ligayan,4.6533,119.4706,82.47,71,100,1.74,PH,overcast clouds
238,Port Elizabeth,-33.918,25.5701,56.32,98,1,1.12,ZA,clear sky
239,Carnarvon,-24.8667,113.6333,62.17,49,98,10.96,AU,overcast clouds
240,Maniitsoq,65.4167,-52.9,40.42,81,100,5.84,GL,overcast clouds
241,Haines Junction,60.7522,-137.5108,60.55,36,41,7.31,CA,scattered clouds
242,Sao Filipe,14.8961,-24.4956,78.71,88,74,15.61,CV,broken clouds
243,Chernyshevskiy,63.0128,112.4714,32.65,96,12,3.33,RU,few clouds
244,Portland,45.5234,-122.6762,87.82,43,26,7.0,US,scattered clouds
245,Kailua,21.4022,-157.7394,87.03,63,27,5.99,US,scattered clouds
246,Lincoln,40.8,-96.667,92.14,44,0,3.0,US,clear sky
247,Lompoc,34.6391,-120.4579,102.78,55,4,5.01,US,clear sky
248,Verkhnyaya Toyma,62.2349,44.9985,34.32,96,39,5.32,RU,scattered clouds
249,Roebourne,-20.7833,117.1333,64.94,57,2,5.99,AU,clear sky
250,Valparaiso,-33.0393,-71.6273,57.0,91,100,11.5,CL,overcast clouds
251,Videbaek,56.0876,8.6285,56.71,68,97,16.33,DK,overcast clouds
252,Puerto Narino,-3.7703,-70.3831,83.39,65,82,2.35,CO,broken clouds
253,Limbe,4.0242,9.2149,76.42,88,45,6.42,CM,scattered clouds
254,Ariquemes,-9.9133,-63.0408,92.34,29,32,4.0,BR,scattered clouds
255,Viedma,-40.8135,-62.9967,48.22,76,100,17.98,AR,moderate rain
256,Daugai,54.3667,24.3333,46.63,86,19,3.44,LT,few clouds
257,Mandera,3.9366,41.867,77.58,55,88,21.63,KE,overcast clouds
258,Touros,-5.1989,-35.4608,75.38,78,0,17.65,BR,clear sky
259,Brookhaven,31.5791,-90.4407,83.8,72,43,5.1,US,scattered clouds
260,Makhalino,53.0854,46.2211,43.48,74,100,6.58,RU,overcast clouds
261,Chegdomyn,51.1167,133.0167,50.14,88,100,9.15,RU,overcast clouds
262,Wattegama,6.7989,81.4808,76.17,76,99,6.08,LK,overcast clouds
263,Necochea,-38.5473,-58.7368,62.13,61,88,10.45,AR,overcast clouds
264,Pechenga,69.5259,31.1703,41.72,76,100,6.62,RU,overcast clouds
265,High Prairie,55.4334,-116.4858,69.06,24,17,18.97,CA,few clouds
266,Zeya,53.75,127.2667,44.69,74,0,5.86,RU,clear sky
267,Fort Nelson,58.8053,-122.7002,57.47,51,95,10.49,CA,overcast clouds
268,Nadvoitsy,63.8667,34.3167,40.15,91,98,8.55,RU,overcast clouds
269,Khvastovichi,53.4694,35.0941,48.22,80,100,4.52,RU,light rain
270,Qui Nhon,13.7667,109.2333,76.23,91,100,4.76,VN,overcast clouds
